Todo,Difficulty,Type,Category,Rating,Political,Bit idea,Expanded Concept,Programmatic / Tech Steps,Notes / Risks,Outline Dialog/Steps,Assets Needed
,Mid,Bit,Commercial,PG,No,For kill Tony do a lead in to the 62nd meow something like hey make a meow sound if you're gay. And then figure out how many seconds later or you can make a bear sound if you're a gay bear.,"Full bit: For kill Tony do a lead in to the 62nd meow something like hey make a meow sound if you're gay. And then figure out how many seconds later or you can make a bear sound if you're a gay bear.. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.","Identity material: punch at the absurdity or the power, never at the people; expect walk-outs if it reads mean.","1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Mid,Bit,Sketch,G,No,Put something up for auction and live online biddings,"Set piece: Put something up for auction and live online biddings. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Mid,Bit,Audience,G,No,"Play club music and have a audience member be wingman, then switch to his wingman","Set piece: Play club music and have a audience member be wingman, then switch to his wingman. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Audience-cam pass-through to head/rear screens; rehearse crop/freeze on a stand-in, keep latency under ~200ms. + Game-show package: scoreboard overlay, lock-in buzzer SFX, board graphics on rear screens; contestant buttons mirror the app.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Mid,Bit,Commercial,G,No,underwear on the head filter like a drunk party guy(make fun of bert kreischer),"Developed bit: Underwear on the head filter like a drunk party guy(make fun of bert kreischer). Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Face-filter stack: each filter on its own app button, cycle order rehearsed; camera-tracked filters need good front-light on the head.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",Face-filter pack (list per bit); head-tracking calibration; front-light note.
,Mid,Bit,Tech-Call,PG,No,"Everything that corn top makes should be a way to kill somebody like I made a beer can with a trick exploding cigarette or I made a wine glass with a reservoir for antifreeze or a baby bottle with Benadryl or an electric razor that shoots out a dagger for your husband or something for your car to use during road rage or a microwave safe cat food dish or something for torturing like combining, furry handcuffs, and bug zapper, or something fun like a stun gun that then shoots Jell-O call Jell-O shots toilet paper with razor blades","Developed bit: Everything that corn top makes should be a way to kill somebody like I made a beer can with a trick exploding cigarette or I made a wine glass with a reservoir for antifreeze or a baby bottle with Benadryl or an electric razor that shoots out a dagger for your husband or something for your car to use during road rage or a microwave safe cat food dish or something for torturing like combining, furry handcuffs, and bug zapper, or something fun like a stun gun that then shoots Jell-O call Jell-O shots toilet paper with razor blades. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Fake-call UI overlay (FaceTime/Zoom style): ringtone SFX, answer/decline buttons, pre-recorded caller clips cut as clean answers on their own buttons.","Gun material: keep it cartoonish, zero realistic mimicry; venues and insurers are touchy. IP/likeness caution: parody hard, don't clone names/voices/logos verbatim; pre-cleared or self-made assets only.","1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Mid,Bit,Game,G,No,"Wheel of comebacks, your mom is, fake laugh, no, you are","Developed bit: Wheel of comebacks, your mom is, fake laugh, no, you are. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Game-show package: scoreboard overlay, lock-in buzzer SFX, board graphics on rear screens; contestant buttons mirror the app. + Burn preset: thug-life sticker/grade + 'ohhh' sting SFX on one button; fire once, then back to material.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",Scoreboard overlay; buzzer/lock-in SFX; board/category graphics; contestant app config. Thug-life sticker pack; 'ohhh' sting SFX; auto-reset burn preset.
,Mid,Bit,Sketch,G,No,Show something and then put on the glasses like rowdy Roddy Piper did and see the real thing,"Developed bit: Show something and then put on the glasses like rowdy Roddy Piper did and see the real thing. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Mid,Bit,Game,G,No,Do a funny response to somebody the audience like the dog dog log log game,"Full bit: Funny response to somebody the audience like the dog dog log log game. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Game-show package: scoreboard overlay, lock-in buzzer SFX, board graphics on rear screens; contestant buttons mirror the app.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Mid,Bit,Sketch,G,No,"Funny book titles, or funny book library, or big bang smart books...","Full bit: Funny book titles, or funny book library, or big bang smart books.... Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Mid,Bit,SciFi,G,No,"Talk to the home robot but have it respond in a creepy loving way, have a lovers quarrel with the toaster and refrigerator and other smart stuff","Developed bit: Talk to the home robot but have it respond in a creepy loving way, have a lovers quarrel with the toaster and refrigerator and other smart stuff. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Mid,Bit,Tech-Call,G,No,Install a new app called what are they thinking? That tells me what people are thinking after a joke or when I put their picture up,"Set piece: Install a new app called what are they thinking? That tells me what people are thinking after a joke or when I put their picture up. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Mid,Bit,SciFi,G,No,"Robot security guard so the other robots can't kill. Fridge poison, garage door smoosh, robot dog and toaster electrocution in tub","Full bit: Robot security guard so the other robots can't kill. Fridge poison, garage door smoosh, robot dog and toaster electrocution in tub. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Mid,Bit,Music,G,No,Make up a funny country song about something being ridiculous or a conspiracy,"Set piece: Make up a funny country song about something being ridiculous or a conspiracy. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Music cue stack: backing track + on-screen lyrics (bouncing ball where noted); lighting macro per song, out on the final sting.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",Backing track (custom/licensed); lyric overlay template; bouncing-ball animation; song lighting macro; final sting SFX.
